,SiteName,2019,2020,Shift,Area,Measure,Year Change,% Change,Colour,Table,GenericLocation,RevenueType,LocationName,Day,OrdDay,OrdSession,Session,DaySession,Colour_TY,Colour_LY,Colour_CHG
5169,Issho,39.635813953488366,51.26578947368421,,,Spend,11.629975520195842,29.342088278654572,lime,Daily,Restaurant,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5170,Issho,4.273023255813953,6.853421052631579,,,Spend,2.5803977968176257,60.388105618350885,lime,Daily,Restaurant,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5171,Klosterhaus,0.0,107.0,,,Spend,107.0,100.0,lime,Daily,Bar,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime
5172,Klosterhaus,0.0,107.0,,,Spend,107.0,100.0,lime,Daily,Bar,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime
5173,Klosterhaus,0.0,107.0,,,Spend,107.0,100.0,lime,Daily,Bar,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime
5174,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,
5175,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Beverage,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,
5176,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,
5177,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,
5178,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,
5179,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Discounts,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,
5180,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,
5181,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,
5182,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,
5183,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,
5184,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Discounts,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,
5185,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,
5186,Klosterhaus,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,
5187,Klosterhaus,0.0,20.913,,,Spend,20.913,100.0,lime,Daily,Restaurant,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime
5188,Klosterhaus,0.0,10.215,,,Spend,10.215,100.0,lime,Daily,Restaurant,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime
5189,Klosterhaus,0.0,-10.687000000000001,,,Spend,-10.687000000000001,-inf,Red,Daily,Restaurant,Discounts,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5190,Klosterhaus,0.0,21.384999999999998,,,Spend,21.384999999999998,100.0,lime,Daily,Restaurant,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime
5191,Klosterhaus,0.0,20.913,,,Spend,20.913,100.0,lime,Daily,Restaurant,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime
5192,Klosterhaus,0.0,17.212105263157895,,,Spend,17.212105263157895,100.0,lime,Daily,Restaurant,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime
5193,Klosterhaus,0.0,6.722631578947369,,,Spend,6.722631578947369,100.0,lime,Daily,Restaurant,Beverage,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime
5194,Klosterhaus,0.0,-16.289473684210527,,,Spend,-16.289473684210527,-inf,Red,Daily,Restaurant,Discounts,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon
5195,Klosterhaus,0.0,26.778947368421054,,,Spend,26.778947368421054,100.0,lime,Daily,Restaurant,Food,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime
5196,Klosterhaus,0.0,17.212105263157895,,,Spend,17.212105263157895,100.0,lime,Daily,Restaurant,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime
5197,Klosterhaus,0.0,31.213181818181816,,,Spend,31.213181818181816,100.0,lime,Daily,Restaurant,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen
5198,Klosterhaus,0.0,13.979772727272728,,,Spend,13.979772727272728,100.0,lime,Daily,Restaurant,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen
5199,Klosterhaus,0.0,-17.627954545454546,,,Spend,-17.627954545454546,-inf,Red,Daily,Restaurant,Discounts,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5200,Klosterhaus,0.0,34.861363636363635,,,Spend,34.861363636363635,100.0,lime,Daily,Restaurant,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen
5201,Klosterhaus,0.0,31.213181818181816,,,Spend,31.213181818181816,100.0,lime,Daily,Restaurant,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen
5202,Klosterhaus,0.0,28.805161290322584,,,Spend,28.805161290322584,100.0,lime,Daily,Restaurant,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5203,Klosterhaus,0.0,12.326612903225806,,,Spend,12.326612903225806,100.0,lime,Daily,Restaurant,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5204,Klosterhaus,0.0,-21.25548387096774,,,Spend,-21.25548387096774,-inf,Red,Daily,Restaurant,Discounts,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5205,Klosterhaus,0.0,37.734032258064516,,,Spend,37.734032258064516,100.0,lime,Daily,Restaurant,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5206,Klosterhaus,0.0,28.805161290322584,,,Spend,28.805161290322584,100.0,lime,Daily,Restaurant,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5207,Launceston Place,77.86655172413793,0.0,,,Spend,-77.86655172413793,-100.0,Red,Daily,Restaurant,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5208,Launceston Place,20.484137931034482,0.0,,,Spend,-20.484137931034482,-100.0,Red,Daily,Restaurant,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5209,Launceston Place,-6.953448275862068,0.0,,,Spend,6.953448275862068,-100.0,lime,Daily,Restaurant,Discounts,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5210,Launceston Place,64.33586206896551,0.0,,,Spend,-64.33586206896551,-100.0,Red,Daily,Restaurant,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5211,Launceston Place,62.78103448275861,0.0,,,Spend,-62.78103448275861,-100.0,Red,Daily,Restaurant,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5212,Launceston Place,15.08551724137931,0.0,,,Spend,-15.08551724137931,-100.0,Red,Daily,Restaurant,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5213,Le Pont de la Tour,24.72,0.0,,,Spend,-24.72,-100.0,Red,Daily,Bar,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5214,Le Pont de la Tour,8.66,0.0,,,Spend,-8.66,-100.0,Red,Daily,Bar,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5215,Le Pont de la Tour,-1.9711111111111113,0.0,,,Spend,1.9711111111111113,-100.0,lime,Daily,Bar,Discounts,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime
5216,Le Pont de la Tour,18.031111111111112,0.0,,,Spend,-18.031111111111112,-100.0,Red,Daily,Bar,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5217,Le Pont de la Tour,16.06,0.0,,,Spend,-16.06,-100.0,Red,Daily,Bar,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5218,Le Pont de la Tour,8.66,0.0,,,Spend,-8.66,-100.0,Red,Daily,Bar,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5219,Le Pont de la Tour,26.258000000000003,0.0,,,Spend,-26.258000000000003,-100.0,Red,Daily,Bar,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon
5220,Le Pont de la Tour,6.3340000000000005,0.0,,,Spend,-6.3340000000000005,-100.0,Red,Daily,Bar,Beverage,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon
5221,Le Pont de la Tour,19.924,0.0,,,Spend,-19.924,-100.0,Red,Daily,Bar,Food,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon
5222,Le Pont de la Tour,26.258000000000003,0.0,,,Spend,-26.258000000000003,-100.0,Red,Daily,Bar,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon
5223,Le Pont de la Tour,26.41230769230769,0.0,,,Spend,-26.41230769230769,-100.0,Red,Daily,Bar,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5224,Le Pont de la Tour,9.474615384615385,0.0,,,Spend,-9.474615384615385,-100.0,Red,Daily,Bar,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5225,Le Pont de la Tour,-1.7961538461538462,0.0,,,Spend,1.7961538461538462,-100.0,lime,Daily,Bar,Discounts,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen
5226,Le Pont de la Tour,18.733846153846155,0.0,,,Spend,-18.733846153846155,-100.0,Red,Daily,Bar,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5227,Le Pont de la Tour,20.706923076923072,0.0,,,Spend,-20.706923076923072,-100.0,Red,Daily,Bar,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5228,Le Pont de la Tour,5.705384615384616,0.0,,,Spend,-5.705384615384616,-100.0,Red,Daily,Bar,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5229,Le Pont de la Tour,38.853571428571435,80.53,,,Spend,41.676428571428566,107.26537365566683,lime,Daily,Bar,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5230,Le Pont de la Tour,24.344285714285718,69.1,,,Spend,44.75571428571428,183.84484478610403,lime,Daily,Bar,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5231,Le Pont de la Tour,-0.045,0.0,,,Spend,0.045,-100.0,lime,Daily,Bar,Discounts,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5232,Le Pont de la Tour,14.554285714285713,11.43,,,Spend,-3.1242857142857137,-21.466431095406357,Red,Daily,Bar,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5233,Le Pont de la Tour,20.430714285714288,80.53,,,Spend,60.09928571428571,294.1614515959864,lime,Daily,Bar,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5234,Le Pont de la Tour,18.422857142857143,0.0,,,Spend,-18.422857142857143,-100.0,Red,Daily,Bar,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5235,Le Pont de la Tour,36.431333333333335,0.0,,,Spend,-36.431333333333335,-100.0,Red,Daily,PDR,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5236,Le Pont de la Tour,5.014666666666667,0.0,,,Spend,-5.014666666666667,-100.0,Red,Daily,PDR,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5237,Le Pont de la Tour,31.416666666666668,0.0,,,Spend,-31.416666666666668,-100.0,Red,Daily,PDR,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5238,Le Pont de la Tour,36.431333333333335,0.0,,,Spend,-36.431333333333335,-100.0,Red,Daily,PDR,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5239,Le Pont de la Tour,0.0,98.77666666666666,,,Spend,98.77666666666666,100.0,lime,Daily,PDR,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime
5240,Le Pont de la Tour,0.0,98.77666666666666,,,Spend,98.77666666666666,100.0,lime,Daily,PDR,Food,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime
5241,Le Pont de la Tour,0.0,98.77666666666666,,,Spend,98.77666666666666,100.0,lime,Daily,PDR,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime
5242,Le Pont de la Tour,103.26903225806453,0.0,,,Spend,-103.26903225806453,-100.0,Red,Daily,PDR,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5243,Le Pont de la Tour,45.960645161290316,0.0,,,Spend,-45.960645161290316,-100.0,Red,Daily,PDR,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5244,Le Pont de la Tour,57.30838709677419,0.0,,,Spend,-57.30838709677419,-100.0,Red,Daily,PDR,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5245,Le Pont de la Tour,63.45645161290323,0.0,,,Spend,-63.45645161290323,-100.0,Red,Daily,PDR,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5246,Le Pont de la Tour,39.81258064516129,0.0,,,Spend,-39.81258064516129,-100.0,Red,Daily,PDR,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5247,Le Pont de la Tour,82.41000000000001,0.0,,,Spend,-82.41000000000001,-100.0,Red,Daily,PDR,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5248,Le Pont de la Tour,26.115,0.0,,,Spend,-26.115,-100.0,Red,Daily,PDR,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5249,Le Pont de la Tour,56.295,0.0,,,Spend,-56.295,-100.0,Red,Daily,PDR,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5250,Le Pont de la Tour,61.90464285714286,0.0,,,Spend,-61.90464285714286,-100.0,Red,Daily,PDR,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5251,Le Pont de la Tour,20.505357142857143,0.0,,,Spend,-20.505357142857143,-100.0,Red,Daily,PDR,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5252,Le Pont de la Tour,55.14666666666667,0.0,,,Spend,-55.14666666666667,-100.0,Red,Daily,Restaurant,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5253,Le Pont de la Tour,30.486666666666665,0.0,,,Spend,-30.486666666666665,-100.0,Red,Daily,Restaurant,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5254,Le Pont de la Tour,-20.31,0.0,,,Spend,20.31,-100.0,lime,Daily,Restaurant,Discounts,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime
5255,Le Pont de la Tour,44.97,0.0,,,Spend,-44.97,-100.0,Red,Daily,Restaurant,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5256,Le Pont de la Tour,25.98,0.0,,,Spend,-25.98,-100.0,Red,Daily,Restaurant,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5257,Le Pont de la Tour,29.166666666666668,0.0,,,Spend,-29.166666666666668,-100.0,Red,Daily,Restaurant,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5258,Le Pont de la Tour,68.31473684210526,51.784000000000006,,,Spend,-16.530736842105256,-24.197907517835397,Red,Daily,Restaurant,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon
5259,Le Pont de la Tour,24.759473684210526,15.482,,,Spend,-9.277473684210527,-37.47039942180558,Red,Daily,Restaurant,Beverage,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon
5260,Le Pont de la Tour,0.0,-1.8059999999999998,,,Spend,-1.8059999999999998,-inf,Red,Daily,Restaurant,Discounts,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon
5261,Le Pont de la Tour,43.55526315789474,38.108,,,Spend,-5.447263157894746,-12.506555495136265,Red,Daily,Restaurant,Food,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon
5262,Le Pont de la Tour,48.00736842105264,41.288,,,Spend,-6.719368421052643,-13.99653561953211,Red,Daily,Restaurant,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon
5263,Le Pont de la Tour,20.30736842105263,10.495999999999999,,,Spend,-9.81136842105263,-48.31432718225171,Red,Daily,Restaurant,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon
5264,Le Pont de la Tour,70.12333333333333,0.0,,,Spend,-70.12333333333333,-100.0,Red,Daily,Restaurant,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5265,Le Pont de la Tour,35.14666666666667,0.0,,,Spend,-35.14666666666667,-100.0,Red,Daily,Restaurant,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5266,Le Pont de la Tour,-4.724074074074074,0.0,,,Spend,4.724074074074074,-100.0,lime,Daily,Restaurant,Discounts,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen
5267,Le Pont de la Tour,39.70074074074074,0.0,,,Spend,-39.70074074074074,-100.0,Red,Daily,Restaurant,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5268,Le Pont de la Tour,42.654444444444444,0.0,,,Spend,-42.654444444444444,-100.0,Red,Daily,Restaurant,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5269,Le Pont de la Tour,27.468888888888888,0.0,,,Spend,-27.468888888888888,-100.0,Red,Daily,Restaurant,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5270,Le Pont de la Tour,56.41672131147541,54.28176470588236,,,Spend,-2.134956605593054,-3.7842621052116936,Red,Daily,Restaurant,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5271,Le Pont de la Tour,18.737377049180328,18.533529411764704,,,Spend,-0.20384763741562395,-1.0879198133259602,Red,Daily,Restaurant,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5272,Le Pont de la Tour,-2.5606557377049177,0.0,,,Spend,2.5606557377049177,-100.0,lime,Daily,Restaurant,Discounts,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5273,Le Pont de la Tour,40.239999999999995,35.74823529411765,,,Spend,-4.491764705882346,-11.162437141854738,Red,Daily,Restaurant,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5274,Le Pont de la Tour,40.651639344262286,41.586470588235294,,,Spend,0.934831243973008,2.299615117747898,lime,Daily,Restaurant,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5275,Le Pont de la Tour,15.765081967213114,12.695294117647059,,,Spend,-3.0697878495660547,-19.472070338424754,Red,Daily,Restaurant,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5276,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,
5277,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,
5278,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Discounts,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,
5279,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,
5280,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,
5281,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,
5282,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Beverage,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,
5283,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Discounts,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,
5284,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Food,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,
5285,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,
5286,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,
5287,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,
5288,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,
5289,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,
5290,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,
5291,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,
5292,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,
5293,Le Pont de la Tour,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Retail & Other,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,
5294,Madison,146.97000000000003,0.0,,,Spend,-146.97000000000003,-100.0,Red,Daily,Bar,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5295,Madison,95.3,0.0,,,Spend,-95.3,-100.0,Red,Daily,Bar,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5296,Madison,51.67,0.0,,,Spend,-51.67,-100.0,Red,Daily,Bar,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5297,Madison,133.63,0.0,,,Spend,-133.63,-100.0,Red,Daily,Bar,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5298,Madison,13.34,0.0,,,Spend,-13.34,-100.0,Red,Daily,Bar,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon
5299,Madison,504.54,0.0,,,Spend,-504.54,-100.0,Red,Daily,Bar,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5300,Madison,422.02,0.0,,,Spend,-422.02,-100.0,Red,Daily,Bar,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5301,Madison,82.52000000000001,0.0,,,Spend,-82.52000000000001,-100.0,Red,Daily,Bar,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5302,Madison,450.37,0.0,,,Spend,-450.37,-100.0,Red,Daily,Bar,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5303,Madison,54.17,0.0,,,Spend,-54.17,-100.0,Red,Daily,Bar,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,red
5304,Madison,57.27833333333333,64.17,,,Spend,6.891666666666673,12.031891058282666,lime,Daily,Bar,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5305,Madison,55.74999999999999,64.16571428571429,,,Spend,8.415714285714294,15.095451633568244,lime,Daily,Bar,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
5306,Madison,0.0,-6.595714285714286,,,Spend,-6.595714285714286,-inf,Red,Daily,Bar,Discounts,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red
5307,Madison,1.5283333333333333,6.6000000000000005,,,Spend,5.071666666666667,331.8429661941113,lime,Daily,Bar,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen
